municipios_BR_dadosFID,municipios_BR_dadosmun_nm,municipios_BR_dadoscod_ibge,municipios_BR_dadosT2_1_man,municipios_BR_dadosT2_2_rpe,municipios_BR_dadosT2_2_qe_m3,municipios_BR_dadosT2_2_qe_ls,municipios_BR_dadosT2_4_tpsis,municipios_BR_dadosT2_4_tp_op,municipios_BR_dadosT3_1_c_man,municipios_BR_dadosT3_2_sispr,municipios_BR_dadosT3_3_avqtt,municipios_BR_dadosT3_4_dist,municipios_BR_dadosT3_5_efdis,municipios_BR_dadosT3_6_efpr,municipios_BR_dadosT3_7_ish,municipios_BR_dadosT3_8_plnac,municipios_BR_dadosT3_9_ivi,municipios_BR_dadosT3_10_perd,municipios_BR_dadosT2_2_SiSem,WebServices_Croquis_vfinalcsvHiperlink1,WebServices_Croquis_vfinalcsvNome_Croqui1,WebServices_Croquis_vfinalcsvHiperlink2,WebServices_Croquis_vfinalcsvNome_Croqui2,WebServices_Croquis_vfinalcsvHiperlink3,WebServices_Croquis_vfinalcsvNome_Croqui3,WebServices_Croquis_vfinalcsvHiperlink4,WebServices_Croquis_vfinalcsvNome_Croqui4,WebServices_Croquis_vfinalcsvHiperlink5,WebServices_Croquis_vfinalcsvNome_Croqui5,WebServices_Croquis_vfinalcsvHiperlink6,WebServices_Croquis_vfinalcsvNome_Croqui6,WebServices_Croquis_vfinalcsvHiperlink7,WebServices_Croquis_vfinalcsvNome_Croqui7
3395,Novo Cabrais,4313391,Exclusivamente Subterrânea,4313391,0.001126,1.125614,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313391_NovoCabrais.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3396,Novo Machado,4313425,Exclusivamente Subterrânea,4313425,0.000944,0.943504,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Adequação do Sistema,Manancial com Baixa Vulnerabilidade,50 ≥ Índice de Cobertura > 70%,Baixa,Alta,Média,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313425_NovoMachado.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3397,Novo Tiradentes,4313441,Exclusivamente Subterrânea,4313441,0.001135,1.134828,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313441_NovoTiradentes.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3398,Novo Xingu,4313466,Exclusivamente Subterrânea,4313466,0.001135,1.134801,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313466_NovoXingu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3399,Botumirim,3108503,Exclusivamente Subterrânea,3108503,0.000346,0.345575,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,70 ≥ Índice de Cobertura > 90%,Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3108503_Botumirim.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3400,Novo Barreiro,4313490,Exclusivamente Subterrânea,4313490,0.001135,1.134816,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313490_NovoBarreiro.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3401,Guatambú,4206652,Exclusivamente Subterrânea,4206652,0.001096,1.096476,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4206652_Guatambu.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3402,Paim Filho,4313607,Exclusivamente Subterrânea,4313607,0.000811,0.810979,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313607_PaimFilho.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3403,Palmitinho,4313805,Exclusivamente Superficial,4313805,0.001135,1.134899,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_23_PalmitinhoVistaAlegreTaquarucuPinheirinho.pdf,Sistema Integrado Palmitinho-Vista Alegre-Taquaruçu do Sul-Pinheirinho do Vale,,,,,,,,,,,,
3404,Coxixola,2504850,Exclusivamente Superficial,2504850,2e-06,0.002088,Sistema Isolado,Companhia Estadual,Manancial com Alta Vulnerabilidade,Satisfatório,Manancial com Alta Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Mínima,Baixa,Infraestrutura Recomendada,C,Ação necessária,Sistema Isolado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_2504850_Coxixola.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3405,Santo Antônio do Palma,4317558,Exclusivamente Subterrânea,4317558,0.001156,1.155794,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,90 ≥ Índice de Cobertura > 97%,Baixa,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,D,Sem Informação, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4317558_SantoAntoniodoPalma.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3406,Panambi,4313904,Preponderantemente Superficial,4313904,0.001054,1.054339,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Adequação do Sistema,Manancial Não Vulnerável com Adequação do Sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Alta,Alta,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313904_Panambi.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3407,Irani,4207809,Exclusivamente Subterrânea,4207809,0.000754,0.75442,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4207809_Irani.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3408,Pantano Grande,4313953,Exclusivamente Superficial,4313953,0.001125,1.125401,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4313953_PantanoGrande.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3409,Brasília de Minas,3108602,Preponderantemente Subterrânea,3108602,0.000718,0.717785,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,70 ≥ Índice de Cobertura > 90%,Média,Máxima,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3108602_BrasiliadeMinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3410,Brasópolis,3108909,Exclusivamente Superficial,3108909,0.003169,3.169136,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3108909_Brazopolis.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3411,Paraíso do Sul,4314027,Preponderantemente Superficial,4314027,0.001126,1.125645,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Baixa,Média,Média,Infraestrutura Recomendada,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314027_ParaisodoSul.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3412,Pinhal,4314456,Exclusivamente Subterrânea,4314456,0.001135,1.134842,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314456_Pinhal.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3413,Passa Sete,4314068,Exclusivamente Subterrânea,4314068,0.001126,1.125579,Sistema Integrado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314068_PassaSete.pdf,Sistemas,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_24_LagoaBonitadoSulPassaSete.pdf,Sistema Integrado Lagoa Bonita do Sul-Passa Sete,,,,,,,,,,
3414,Brás Pires,3108701,Preponderantemente Superficial,3108701,0.002041,2.041245,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Baixa,Máxima,Alta,Medida de Gestão,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3108701_BrasPires.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3415,Pinheirinho do Vale,4314498,Exclusivamente Superficial,4314498,0.001111,1.111116,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_23_PalmitinhoVistaAlegreTaquarucuPinheirinho.pdf,Sistema Integrado Palmitinho-Vista Alegre-Taquaruçu do Sul-Pinheirinho do Vale,,,,,,,,,,,,
3416,Passo do Sobrado,4314076,Exclusivamente Subterrânea,4314076,0.001145,1.145464,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314076_PassodoSobrado.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3417,Pirapó,4314555,Exclusivamente Subterrânea,4314555,0.000993,0.993064,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314555_Pirapo.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3418,Paulo Bento,4314134,Exclusivamente Subterrânea,4314134,0.001134,1.134411,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314134_PauloBento.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3419,Paverama,4314159,Exclusivamente Subterrânea,4314159,0.001156,1.15565,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura < 50%,Mínima,Máxima,Média,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314159_Paverama.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3420,Pedro Osório,4314209,Exclusivamente Superficial,4314209,0.000362,0.362426,Sistema Integrado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do Sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Média,Alta,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_06_CerritoPedroOsorio.pdf,Sistema Integrado Cerrito-Pedro Osório,,,,,,,,,,,,
3421,Cachoeira da Prata,3109600,Exclusivamente Subterrânea,3109600,0.000923,0.923465,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Satisfatório,Manancial com Baixa Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3109600_CachoeiradaPrata.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3422,Cachoeira de Minas,3109709,Exclusivamente Superficial,3109709,0.003264,3.264199,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3109709_CachoeiradeMinas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3423,Ponte Preta,4314787,Exclusivamente Subterrânea,4314787,0.001134,1.134455,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314787_PontePreta.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3424,Cajuri,3110202,Exclusivamente Subterrânea,3110202,0.001606,1.606462,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3110202_Cajuri.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3425,Rolim de Moura,1100288,Exclusivamente Superficial,1100288,0.000683,0.682849,Sistema Isolado,Concessionária Privada,Manancial com Baixa Vulnerabilidade,Ampliação do sistema,Manancial com Baixa Vulnerabilidade,90 ≥ Índice de Cobertura > 97%,Média,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1100288_RolimdeMoura.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3426,Pejuçara,4314308,Exclusivamente Subterrânea,4314308,0.001054,1.054391,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314308_Pejucara.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3427,Campanha,3110905,Preponderantemente Superficial,3110905,0.003186,3.186369,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,70 ≥ Índice de Cobertura > 90%,Média,Máxima,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3110905_Campanha.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3428,Pinhal Grande,4314472,Exclusivamente Subterrânea,4314472,0.001126,1.125685,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314472_PinhalGrande.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3429,Riachão do Poço,2512762,Exclusivamente Subterrânea,2512762,0.000169,0.168568,Sistema Isolado,Autarquia Municipal,Manancial com Baixa Vulnerabilidade,Adequação do Sistema,Manancial com Baixa Vulnerabilidade,70 ≥ Índice de Cobertura > 90%,Baixa,Alta,Média,Medida de Gestão,D,Sem Informação, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_2512762_RiachaodoPoco.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3430,Planalto,4314704,Exclusivamente Superficial,4314704,0.000916,0.915705,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Infraestrutura Recomendada,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_01_AlpestrePlanalto.pdf,Sistema Integrado Alpestre-Planalto,,,,,,,,,,,,
3431,Morro da Fumaça,4211207,Exclusivamente Superficial,4211207,0.002432,2.432288,Sistema Isolado,Autarquia Municipal,Manancial com Média Vulnerabilidade,Satisfatório,Manancial com Média Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Baixa,Média,Infraestrutura que Requer Estudo de Alternativas - Novo Manancial,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4211207_MorrodaFumaca.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3432,Morro Grande,4211256,Exclusivamente Subterrânea,4211256,0.002418,2.417589,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura < 50%,Mínima,Máxima,Média,Infraestrutura Recomendada,D,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4211256_MorroGrande.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3433,Campo do Meio,3111309,Exclusivamente Subterrânea,3111309,0.003146,3.145753,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,C,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_3111309_CampodoMeio.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3434,Poço das Antas,4314753,Exclusivamente Subterrânea,4314753,0.001156,1.155597,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314753_PocodasAntas.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3435,Novo Horizonte do Oeste,1100502,Exclusivamente Superficial,1100502,0.000683,0.68261,Sistema Isolado,Companhia Estadual,Manancial com Baixa Vulnerabilidade,Adequação do sistema,Manancial com Baixa Vulnerabilidade,Índice de Cobertura ≥ 97% (Pleno),Alta,Alta,Alta,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_1100502_NovoHorizontedoOeste.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3436,Pontão,4314779,Exclusivamente Subterrânea,4314779,0.001135,1.134569,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,90 ≥ Índice de Cobertura > 97%,Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4314779_Pontao.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3437,Porto Lucena,4315008,Exclusivamente Subterrânea,4315008,0.001042,1.04168,Sistema Isolado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4315008_PortoLucena.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3438,Porto Mauá,4315057,Exclusivamente Subterrânea,4315057,0.000951,0.951381,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Alta,Média,Alta,Infraestrutura que Requer Estudo de Alternativas - Ampliação do Sistema,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4315057_PortoMaua.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3439,Pouso Novo,4315131,Exclusivamente Subterrânea,4315131,0.001156,1.155916,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4315131_PousoNovo.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3440,Protásio Alves,4315172,Exclusivamente Subterrânea,4315172,0.001155,1.155481,Sistema Isolado,Autarquia Municipal,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Média,Máxima,Alta,Medida de Gestão,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_4315172_ProtasioAlves.pdf,Sistema(s) Isolado(s),,,,,,,,,,,,
3441,São Jerônimo,4318408,Exclusivamente Superficial,4318408,0.001016,1.016304,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Ampliação do sistema,Manancial Não Vulnerável com Ampliação do sistema,Índice de Cobertura ≥ 97% (Pleno),Média,Média,Média,Infraestrutura Recomendada,B,Ação não necessária, ,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_RS_INT_07_CharqueadasSaoJeronimo.pdf,Sistema Integrado Charqueadas-São Jerônimo,,,,,,,,,,,,
3442,Jussara,2918506,Exclusivamente Superficial,2918506,0.000976,0.975918,Sistema Integrado,Companhia Estadual,Manancial Não Vulnerável,Satisfatório,Manancial Não Vulnerável com Sistema Satisfatório,Índice de Cobertura ≥ 97% (Pleno),Alta,Máxima,Máxima,Medida de Gestão,A2,Ação não necessária,Sistema Integrado,http://portal1.snirh.gov.br/arquivos/Croquis_SNIRH/3CC_BA_INT_02_AdutoradoFeijao.pdf,Sistema Integrado Adutora do Feijão,,,,,,,,,,,,
